Date,Canal,Category,Subcategory1,Marca,Modelo,SKU,UPC,Item,Item Characteristics,URL SKU,Image,Price,Sale Price,Shipment Cost,SaleFlag,Store ID,Store Name,Store Address,Stock,UPC WM,Final Price,productId
17/11/2022,,ABARROTES COMESTIBLES,PRODUCTOS SECOS,,,029700151003,029700151003,PURE DE PAPA VERDE VALLE 160 G,PURE DE PAPA VERDE VALLE 160 G,https://tienda.elflorido.com.mx/productos/672,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/029700151003_1.PNG,21.9,,,,,,,171.0,,21.9,672
17/11/2022,,ABARROTES COMESTIBLES,PRODUCTOS SECOS,,,745819000925,745819000925,SABRO SOYA NATURAL 300 G,SABRO SOYA NATURAL 300 G,https://tienda.elflorido.com.mx/productos/6487,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products/745819000925.jpg,19.9,,,,,,,156.0,,19.9,6487
17/11/2022,,ABARROTES COMESTIBLES,PRODUCTOS SECOS,,,7501071301612,7501071301612,PURÉ DE PAPA VERDE VALLE 2 KG,PURÉ DE PAPA VERDE VALLE 2 KG,https://tienda.elflorido.com.mx/productos/8513,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7501071301612_1.PNG,169.9,,,,,,,1.0,,169.9,8513
17/11/2022,,ABARROTES COMESTIBLES,PRODUCTOS SECOS,,,7501023502357,7501023502357,FRIJOLES REFRITOS MAYOCOBA POUCH CHATA 430 G,FRIJOLES REFRITOS MAYOCOBA POUCH CHATA 430 G,https://tienda.elflorido.com.mx/productos/12412,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7501023502357_1.jpg,9.9,,,,,,,764.0,,9.9,12412
17/11/2022,,ABARROTES COMESTIBLES,PRODUCTOS SECOS,,,029700001148,029700001148,PURE DE PAPA IDAHOAN 390 G,PURE DE PAPA IDAHOAN 390 G,https://tienda.elflorido.com.mx/productos/11733,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/029700001148_1.jpeg,39.9,,,,,,,237.0,,39.9,11733
17/11/2022,,ABARROTES COMESTIBLES,PRODUCTOS SECOS,,,7501071300608,7501071300608,PURE DE PAPA CHEEDAR VERDE VALLE 80 G,PURE DE PAPA CHEEDAR VERDE VALLE 80 G,https://tienda.elflorido.com.mx/productos/9506,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7501071300608_1.PNG,18.9,,,,,,,42.0,,18.9,9506
17/11/2022,,ABARROTES COMESTIBLES,PRODUCTOS SECOS,,,7501071300592,7501071300592,PURE DE PAPA VERDE VALLE MANTEQUILLA 80 G,PURE DE PAPA VERDE VALLE MANTEQUILLA 80 G,https://tienda.elflorido.com.mx/productos/9507,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7501071300592_1.PNG,18.9,,,,,,,35.0,,18.9,9507
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,75000615,75000615,BLANQUEADOR RENDIDOR CLORALEX 950 ML,BLANQUEADOR RENDIDOR CLORALEX 950 ML,https://tienda.elflorido.com.mx/productos/297,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/75000615_1.PNG,14.9,,,,,,,1227.0,,14.9,297
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,7501025403485,7501025403485,LIMPIADOR ORIGINAL PINOL 828 ML,LIMPIADOR ORIGINAL PINOL 828 ML,https://tienda.elflorido.com.mx/productos/284,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7501025403485_1.PNG,20.9,,,,,,,1422.0,,20.9,284
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,75000608,75000608,BLANQUEADOR RENDIDOR CLORALEX 500 ML,BLANQUEADOR RENDIDOR CLORALEX 500 ML,https://tienda.elflorido.com.mx/productos/1082,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/75000608_1.PNG,7.9,,,,,,,158.0,,7.9,1082
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,17501035910031,17501035910031,LIMPIADOR LAVANDA FABULOSO 1 L,LIMPIADOR LAVANDA FABULOSO 1 L,https://tienda.elflorido.com.mx/productos/604,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/17501035910031_1.png,24.9,,,,,,,235.0,,24.9,604
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,75000592,75000592,BLANQUEADOR RENDIDOR CLORALEX 250 ML,BLANQUEADOR RENDIDOR CLORALEX 250 ML,https://tienda.elflorido.com.mx/productos/1842,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/75000592_1.PNG,4.9,,,,,,,252.0,,4.9,1842
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,7503009319430,7503009319430,LIMPIADOR DESENGRASANTE IRLIM 946 ML,LIMPIADOR DESENGRASANTE IRLIM 946 ML,https://tienda.elflorido.com.mx/productos/8881,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7503009319430_1.PNG,32.9,,,,,,,411.0,,32.9,8881
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,7503009319386,7503009319386,CLORO IRLIM GALON 3.785 L,CLORO IRLIM GALON 3.785 L,https://tienda.elflorido.com.mx/productos/8880,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7503009319386_1.PNG,32.9,,,,,,,241.0,,32.9,8880
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,7506270002643,7506270002643,FIBRA ESPONJA CHICA 2 PZAS,FIBRA ESPONJA CHICA 2 PZAS,https://tienda.elflorido.com.mx/productos/9041,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7506270002643_1.PNG,9.9,,,,,,,467.0,,9.9,9041
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,7501025403904,7501025403904,LIMPIADOR EUCALIPTO AZUL Y NARANJA PINOL 828 ML,LIMPIADOR EUCALIPTO AZUL Y NARANJA PINOL 828 ML,https://tienda.elflorido.com.mx/productos/6373,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7501025403904_1.PNG,20.9,,,,,,,108.0,,20.9,6373
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,7501025440305,7501025440305,LIMPIADOR BRISA MARINA FLASH 1 L,LIMPIADOR BRISA MARINA FLASH 1 L,https://tienda.elflorido.com.mx/productos/1910,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products/1910.webp,16.9,,,,,,,88.0,,16.9,1910
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,7501025440640,7501025440640,LIMPIADOR LIMON FLASH 1 L,LIMPIADOR LIMON FLASH 1 L,https://tienda.elflorido.com.mx/productos/5646,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products/5646.webp,16.9,,,,,,,87.0,,16.9,5646
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,764175000493,764175000493,PASTILLA SANITARIA POWER 24 100GR,PASTILLA SANITARIA POWER 24 100GR,https://tienda.elflorido.com.mx/productos/6317,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/764175000493_1.PNG,16.9,,,,,,,152.0,,16.9,6317
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,7506270002698,7506270002698,FIBRA METALICA GRANDE PZA,FIBRA METALICA GRANDE PZA,https://tienda.elflorido.com.mx/productos/9044,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7506270002698_1.PNG,19.9,,,,,,,108.0,,19.9,9044
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,7501023116783,7501023116783,TELA SCOTCH BRITE 3 PZAS,TELA SCOTCH BRITE 3 PZAS,https://tienda.elflorido.com.mx/productos/6126,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7501023116783_1.jpg,12.9,,,,,,,109.0,,12.9,6126
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,7891040112968,7891040112968,FIBRA METALICA ESPIRAL SCOTCH-BRITE,FIBRA METALICA ESPIRAL SCOTCH-BRITE,https://tienda.elflorido.com.mx/productos/9331,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products/9331.webp,16.9,,,,,,,140.0,,16.9,9331
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,7501058755100,7501058755100,LIMPIADOR ANTIGRASA LIMON GOLD BRASSO 650 ML,LIMPIADOR ANTIGRASA LIMON GOLD BRASSO 650 ML,https://tienda.elflorido.com.mx/productos/8470,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7501058755100_1.PNG,52.9,,,,,,,121.0,,52.9,8470
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,781159808715,781159808715,DESENGRASANTE MR. YELLOW 976 ML,DESENGRASANTE MR. YELLOW 976 ML,https://tienda.elflorido.com.mx/productos/14799,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/781159808715_1.jpg,39.9,,,,,,,172.0,,39.9,14799
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,781159808685,781159808685,LIMPIADOR MULTIUSOS LAVANDA IRLIM 5 L,LIMPIADOR MULTIUSOS LAVANDA IRLIM 5 L,https://tienda.elflorido.com.mx/productos/12287,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/781159808685_1.PNG,69.9,,,,,,,80.0,,69.9,12287
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,7501025450106,7501025450106,LIMPIADOR FRAGANCIAS FINAS DULCE AMANECER PINOL 828 ML,LIMPIADOR FRAGANCIAS FINAS DULCE AMANECER PINOL 828 ML,https://tienda.elflorido.com.mx/productos/20012,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7501025450106_1.png,24.9,,,,,,,80.0,,24.9,20012
17/11/2022,,ABARROTES NO COMESTIBLES,ARTICULOS DE LIMPIEZA Y ACIDO,,,7503009319022,7503009319022,LIMPIADOR PARA VIDRIOS IRLIM 947 ML,LIMPIADOR PARA VIDRIOS IRLIM 947 ML,https://tienda.elflorido.com.mx/productos/8875,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7503009319022_1.PNG,29.9,,,,,,,107.0,,29.9,8875
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,75003456,75003456,PURE DE FRUTAS TROPICALES ET 2 GERBER 113 G,PURE DE FRUTAS TROPICALES ET 2 GERBER 113 G,https://tienda.elflorido.com.mx/productos/5810,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products/5810.webp,12.9,,,,,,,111.0,,12.9,5810
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,75013349,75013349,COLADO DE PLATANO  ET 1 GERBER 71 G,COLADO DE PLATANO  ET 1 GERBER 71 G,https://tienda.elflorido.com.mx/productos/5355,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products/5355.webp,9.9,,,,,,,62.0,,9.9,5355
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,75013332,75013332,COLADO DE PERA ET 1 GERBER 71 G,COLADO DE PERA ET 1 GERBER 71 G,https://tienda.elflorido.com.mx/productos/5351,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/75013332_1.PNG,9.9,,,,,,,70.0,,9.9,5351
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,75013363,75013363,COLADO DE DURAZNO ET 1 GERBER 71 G,COLADO DE DURAZNO ET 1 GERBER 71 G,https://tienda.elflorido.com.mx/productos/5352,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/75013363_1.PNG,8.9,,,,,,,44.0,,8.9,5352
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7501058611987,7501058611987,JUGO DE MANZANA ET 2 GERBER 175 ML,JUGO DE MANZANA ET 2 GERBER 175 ML,https://tienda.elflorido.com.mx/productos/8368,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products/8368.webp,12.9,,,,,,,195.0,,12.9,8368
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7501058611994,7501058611994,JUGO DE PERA ET 2 GERBER 175 ML,JUGO DE PERA ET 2 GERBER 175 ML,https://tienda.elflorido.com.mx/productos/8369,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products/8369.webp,12.9,,,,,,,99.0,,12.9,8369
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7501059278691,7501059278691,CEREAL NESTUM  2 ETAPA 4 CEREALES NESTLE  BOLSA 270 G,CEREAL NESTUM  2 ETAPA 4 CEREALES NESTLE  BOLSA 270 G,https://tienda.elflorido.com.mx/productos/6188,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products/6188.webp,39.9,,,,,,,77.0,,39.9,6188
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7506475102452,7506475102452,GERBER PERA ET 2  100 G,GERBER PERA ET 2  100 G,https://tienda.elflorido.com.mx/productos/11915,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7506475102452_1.png,9.9,,,,,,,449.0,,9.9,11915
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7506475102476,7506475102476,GERBER DURAZNO ET 2  100 G,GERBER DURAZNO ET 2  100 G,https://tienda.elflorido.com.mx/productos/11913,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7506475102476_1.png,9.9,,,,,,,418.0,,9.9,11913
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7506475102513,7506475102513,GERBER ZANAHORIA ET 2  100 G,GERBER ZANAHORIA ET 2  100 G,https://tienda.elflorido.com.mx/productos/11911,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7506475102513_1.png,9.9,,,,,,,176.0,,9.9,11911
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7506475102506,7506475102506,GERBER  PLATANO ET 2 100 G,GERBER  PLATANO ET 2 100 G,https://tienda.elflorido.com.mx/productos/11910,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7506475102506_1.png,9.9,,,,,,,140.0,,9.9,11910
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7506475102537,7506475102537,GERBER POLLO VERDURAS Y ARROZ ET 2  100 G,GERBER POLLO VERDURAS Y ARROZ ET 2  100 G,https://tienda.elflorido.com.mx/productos/11906,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7506475102537_1.png,9.9,,,,,,,138.0,,9.9,11906
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7501058637635,7501058637635,JUGO DE MANZANA ET JUNIOR  GERBER 200 ML,JUGO DE MANZANA ET JUNIOR  GERBER 200 ML,https://tienda.elflorido.com.mx/productos/14379,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7501058637635_1.jpg,9.9,,,,,,,98.0,,9.9,14379
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7506475102483,7506475102483,GERBER CIRUELA PASA  ET 2  100 G,GERBER CIRUELA PASA  ET 2  100 G,https://tienda.elflorido.com.mx/productos/11914,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7506475102483_1.png,9.9,,,,,,,97.0,,9.9,11914
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7501058637659,7501058637659,JUGO DE MANGO ET JUNIOR  GERBER 200 ML,JUGO DE MANGO ET JUNIOR  GERBER 200 ML,https://tienda.elflorido.com.mx/productos/14380,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7501058637659_1.jpg,9.9,,,,,,,94.0,,9.9,14380
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7506475102469,7506475102469,GERBER  MANGO ET 2  100 G,GERBER  MANGO ET 2  100 G,https://tienda.elflorido.com.mx/productos/11907,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7506475102469_1.png,9.9,,,,,,,81.0,,9.9,11907
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7506475102490,7506475102490,GERBER FRUTAS MIXTAS ET 2  100 G,GERBER FRUTAS MIXTAS ET 2  100 G,https://tienda.elflorido.com.mx/productos/11912,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7506475102490_1.png,9.9,,,,,,,79.0,,9.9,11912
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7506475103220,7506475103220,CEREAL TRIGO INTEGRAL Y MANZANA GERBER 270 G,CEREAL TRIGO INTEGRAL Y MANZANA GERBER 270 G,https://tienda.elflorido.com.mx/productos/14453,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7506475103220_1.jpg,42.9,,,,,,,60.0,,42.9,14453
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,7506475102421,7506475102421,PURE  DE  MANZANA  ET 2 GERBER 100 G,PURE  DE  MANZANA  ET 2 GERBER 100 G,https://tienda.elflorido.com.mx/productos/12339,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7506475102421_1.png,9.9,,,,,,,48.0,,9.9,12339
17/11/2022,,ABARROTES COMESTIBLES,LECHES,,,75013356,75013356,PAPILLA DE CIRUELA PASA GERBER ETAPA 1 71 G,PAPILLA DE CIRUELA PASA GERBER ETAPA 1 71 G,https://tienda.elflorido.com.mx/productos/14551,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/75013356_1.jpg,9.9,,,,,,,44.0,,9.9,14551
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7501000911974,7501000911974,POLVO PARA BEBIDA SABOR TE NEGRO LIMON NESTEA 25 G,POLVO PARA BEBIDA SABOR TE NEGRO LIMON NESTEA 25 G,https://tienda.elflorido.com.mx/productos/464,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7501000911974_1.PNG,7.9,,,,,,,503.0,,7.9,464
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7502228960027,7502228960027,HORCHATA EL ALAMITO 300 G,HORCHATA EL ALAMITO 300 G,https://tienda.elflorido.com.mx/productos/8833,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products/8833.webp,17.9,,,,,,,127.0,,17.9,8833
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7503032460178,7503032460178,POLVO PARA BEBIDA SABOR DURAZNO ZUKO 13 G,POLVO PARA BEBIDA SABOR DURAZNO ZUKO 13 G,https://tienda.elflorido.com.mx/productos/14344,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7503032460178_1.jpg,5.9,,,,,,,2134.0,,5.9,14344
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7503032460055,7503032460055,POLVO PARA BEBIDA SABOR NARANJA ZUKO 13 G,POLVO PARA BEBIDA SABOR NARANJA ZUKO 13 G,https://tienda.elflorido.com.mx/productos/14334,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7503032460055_1.jpg,5.9,,,,,,,2036.0,,5.9,14334
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7503032460697,7503032460697,POLVO PARA BEBIDA SABOR TE NEGRO DURAZNO ZUKO 13 G,POLVO PARA BEBIDA SABOR TE NEGRO DURAZNO ZUKO 13 G,https://tienda.elflorido.com.mx/productos/14928,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7503032460697_1.jpeg,5.9,,,,,,,1617.0,,5.9,14928
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7503032460062,7503032460062,POLVO PARA BEBIDA SABOR JAMAICA ZUKO  13 G,POLVO PARA BEBIDA SABOR JAMAICA ZUKO  13 G,https://tienda.elflorido.com.mx/productos/14335,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7503032460062_1.jpg,5.9,,,,,,,1526.0,,5.9,14335
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7503032460123,7503032460123,POLVO PARA BEBIDA SABOR TAMARINDO ZUKO 13 G,POLVO PARA BEBIDA SABOR TAMARINDO ZUKO 13 G,https://tienda.elflorido.com.mx/productos/14341,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7503032460123_1.jpg,5.9,,,,,,,1226.0,,5.9,14341
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7503032460703,7503032460703,POLVO PARA BEBIDA SABOR TE VERDE LIMON ZUKO 13 G,POLVO PARA BEBIDA SABOR TE VERDE LIMON ZUKO 13 G,https://tienda.elflorido.com.mx/productos/14929,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7503032460703_1.jpeg,5.9,,,,,,,1103.0,,5.9,14929
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7503032460680,7503032460680,POLVO PARA BEBIDA SABOR TE VERDE LIMON ZUKO 13 G,POLVO PARA BEBIDA SABOR TE VERDE LIMON ZUKO 13 G,https://tienda.elflorido.com.mx/productos/14927,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7503032460680_1.jpeg,5.9,,,,,,,1070.0,,5.9,14927
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7503032460116,7503032460116,POLVO PARA BEBIDA SABOR PIÑA ZUKO  13 G,POLVO PARA BEBIDA SABOR PIÑA ZUKO  13 G,https://tienda.elflorido.com.mx/productos/14340,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7503032460116_1.jpg,5.9,,,,,,,1056.0,,5.9,14340
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7503032460086,7503032460086,POLVO PARA BEBIDA SABOR UVA ZUKO 13 G,POLVO PARA BEBIDA SABOR UVA ZUKO 13 G,https://tienda.elflorido.com.mx/productos/14337,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7503032460086_1.jpg,5.9,,,,,,,1003.0,,5.9,14337
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7503032460109,7503032460109,POLVO PARA BEBIDA SABOR FRESA ZUKO 13 G,POLVO PARA BEBIDA SABOR FRESA ZUKO 13 G,https://tienda.elflorido.com.mx/productos/14339,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7503032460109_1.jpg,5.9,,,,,,,931.0,,5.9,14339
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7503032460093,7503032460093,POLVO PARA BEBIDA SABOR HORCHATA ZUKO 13 G,POLVO PARA BEBIDA SABOR HORCHATA ZUKO 13 G,https://tienda.elflorido.com.mx/productos/14338,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7503032460093_1.jpg,5.9,,,,,,,757.0,,5.9,14338
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7802800736003,7802800736003,POLVO PARA BEBIDA SABOR NARANJA LIGHT ZUKO 7 G,POLVO PARA BEBIDA SABOR NARANJA LIGHT ZUKO 7 G,https://tienda.elflorido.com.mx/productos/20004,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7802800736003_1.jpg,6.37,,,,,,,177.0,,6.37,20004
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7802800736034,7802800736034,POLVO PARA BEBIDA SABOR JAMAICA LIGHT ZUKO 7 G,POLVO PARA BEBIDA SABOR JAMAICA LIGHT ZUKO 7 G,https://tienda.elflorido.com.mx/productos/20006,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7802800736034_1.jpg,6.37,,,,,,,172.0,,6.37,20006
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7622210562975,7622210562975,POLVO PARA BEBIDA SABOR  HORCHATA  TANG 14 G,POLVO PARA BEBIDA SABOR  HORCHATA  TANG 14 G,https://tienda.elflorido.com.mx/productos/11299,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7622210562975_1.PNG,5.9,,,,,,,134.0,,5.9,11299
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7622210562739,7622210562739,POLVO PARA BEBIDA SABOR NARANJA TANG 14 G,POLVO PARA BEBIDA SABOR NARANJA TANG 14 G,https://tienda.elflorido.com.mx/productos/11301,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7622210562739_1.PNG,5.9,,,,,,,119.0,,5.9,11301
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7502228960720,7502228960720,CHAMPURRADO ALAMITO 250 G,CHAMPURRADO ALAMITO 250 G,https://tienda.elflorido.com.mx/productos/11552,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7502228960720_1.PNG,17.9,,,,,,,99.0,,17.9,11552
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7802800736027,7802800736027,POLVO PARA BEBIDA SABOR LIMÓN LIGHT ZUKO 7 G,POLVO PARA BEBIDA SABOR LIMÓN LIGHT ZUKO 7 G,https://tienda.elflorido.com.mx/productos/20005,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7802800736027_1.jpg,6.37,,,,,,,96.0,,6.37,20005
17/11/2022,,ABARROTES COMESTIBLES,POLVOS Y CONCENTRADOS PARA BEBIDAS,,,7802800710911,7802800710911,POLVO PARA BEBIDA SABOR TE VERDE  LIMON  ZUKO 15 G,POLVO PARA BEBIDA SABOR TE VERDE  LIMON  ZUKO 15 G,https://tienda.elflorido.com.mx/productos/6929,https://s3-us-west-1.amazonaws.com/florido.app/images/ecommerce/Florido/products_erp/7802800710911_1.PNG,5.9,,,,,,,2569.0,,5.9,6929
